title,time_published,relevance_score,sentiment_score,sentiment_label,topics
SYMBOTIC FRAUD INVESTIGATION: BFA Law Announces it has Commenced an Investigation into Symbotic Inc. for Securities Fraud - Contact the Firm if You Suffered Losses  ( NASDAQ: SYM )  - Symbotic  ( NASDAQ:SYM ) ,2024-11-27 16:31:35,0.096283,0.167935,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Tesla Has Best EV Under $50K, Rivian CEO Says In Praise Of Rival: 'It's A Great Brand' - Tesla  ( NASDAQ:TSLA ) ",2024-11-27 15:43:47,0.940153,0.41426,Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Has Best EV Under $50K, Rivian CEO Says In Praise Of Rival: 'It's A Great Brand' - Tesla  ( NASDAQ:TSLA ) ",2024-11-27 15:43:40,0.945712,0.429409,Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Massive News for Tesla Stock Investors,2024-11-27 15:21:25,0.837089,-0.559675,Bearish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Rivian Receives $6.6B Loan Approval to Build EV Production Facility,2024-11-27 15:20:00,0.227007,0.152361,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Blue Bird Q4 Earnings Miss Expectations, Revenues Increase Y/Y",2024-11-27 14:31:00,0.163354,0.025867,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Why Now is the Time to Buy GM Stock After a 9% Drop Yesterday,2024-11-27 13:44:00,0.078482,0.11468,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.839681'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Donald Trump Assumes Office in Fewer Than 60 Days. It's Clear Investors Expect Something Big From These 3 Stocks.,2024-11-27 13:00:00,0.412991,0.373086,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Where Will Rivian Be in 3 Years?,2024-11-27 13:00:00,0.124164,0.063463,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.744043'}]"
"Dan Ives Compares Newsom Vs. Musk Battle To Jake Paul Vs. Tyson, Warns Of California's Job Migration Risk To Texas - Tesla  ( NASDAQ:TSLA ) ",2024-11-27 12:33:37,0.662945,0.137545,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Nvidia's Journey To The Top With $3.5 Trillion Market Capitalization: How The AI Chip Giant Transformed Post-COVID - NVIDIA  ( NASDAQ:NVDA ) ,2024-11-27 12:00:19,0.062761,0.0,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Jack Dorsey, Larry Ellison Among Elon Musk's Twitter Backers Set To Gain Windfall From xAI Deal - NVIDIA  ( NASDAQ:NVDA ) , Tesla  ( NASDAQ:TSLA ) ",2024-11-27 07:37:04,0.224903,0.128697,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Sweetens Referral Program, Allowing Customers To Earn Up To $10,000 As Elon Musk's EV Giant Races To 500K Q4 Delivery Target - Tesla  ( NASDAQ:TSLA ) ",2024-11-27 06:24:52,0.689185,0.428682,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Zacks Investment Ideas feature highlights: Nvidia's, Coinbase, Tesla and Astera Labs",2024-11-27 06:22:00,0.271777,0.202508,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"
"Amid Elon Musk's Push For Drones And AI For Combat Transformation, Analyst Pierre Ferragu Says Shift The Defense Budget In Favor Of Startups - Lockheed Martin  ( NYSE:LMT ) , Tesla  ( NASDAQ:TSLA ) ",2024-11-27 04:01:23,0.210274,-0.180837,Somewhat-Bearish,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Cathie Wood's Latest Tesla Dump: Ark Sells $18M Worth Of Stock - ARK Autonomous Technology & Robotics ETF  ( BATS:ARKQ ) , ARK Innovation ETF  ( ARCA:ARKK ) ",2024-11-27 02:35:18,0.651499,0.615569,Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.983783'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Amazon, Crowdstrike, Autodesk, Dell, And Tesla: Why These 5 Stocks Are On Investors' Radars Today - Autodesk  ( NASDAQ:ADSK ) , Amazon.com  ( NASDAQ:AMZN ) ",2024-11-27 01:53:37,0.102449,-0.13288,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.990999'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
"Our Number One Name: Tesla - Robinhood Markets  ( NASDAQ:HOOD ) , SPDR S&P 500  ( ARCA:SPY ) ",2024-11-27 00:26:53,0.500477,0.474691,Bullish,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Broken EV Dreams: Lordstown's Bankruptcy And $10M Investor Settlement - Lordstown Motors Corp Ordinary Shares - Class A  ( OTC:RIDEQ ) , Nu Ride  ( OTC:NRDE ) ",2024-11-27 00:18:20,0.063706,0.060184,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.744043'}]"
"Back Up The Truck Buying Opportunities May Be Ahead, Record Bets On Bitcoin Drop - Apple  ( NASDAQ:AAPL ) ",2024-11-26 23:28:22,0.073659,0.160512,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.99999'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Will Trump's China tariffs make manufacturing American again?,2024-11-26 22:00:14,0.022815,0.180275,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Buy GM Stock After a Dip from 52-Week Highs Amid Trump Tariff Concerns?,2024-11-26 21:36:00,0.294977,0.124956,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Electric vehicle deal with China is not close, top EU trade official says",2024-11-26 21:15:47,0.062926,0.060247,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Elon Musk Is Responsible For Palantir Stock Rally, Jim Cramer Says - Palantir Technologies Inc Ordinary Shares - Class A  ( NASDAQ:PLTR ) ",2024-11-26 20:57:50,0.082111,-0.028282,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"3 ""AI Income Machines"" Leaving the Magnificent Seven in the Dust",2024-11-26 19:21:24,0.132733,0.015569,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.769861'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Will Elon Musk Buy MSNBC? Recent News Parallels Twitter Acquisition, But Polymarket Shows Low Odds Of A Deal - Comcast  ( NASDAQ:CMCSA ) ",2024-11-26 17:17:12,0.330654,0.140998,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Will there be a Santa Claus Rally in 2024?,2024-11-26 17:07:00,0.202366,0.208714,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"
"Tesla Expands In China, Partners With Over 400 Local Suppliers: Report - Tesla  ( NASDAQ:TSLA ) ",2024-11-26 16:50:45,0.357293,0.017622,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
What Drives Investors?,2024-11-26 16:50:00,0.00622,0.059597,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99393'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Volkswagen Reduces Stakes in Northvolt, Signs Contract With Novonix",2024-11-26 16:26:00,0.183895,0.028113,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Is Lucid Stock a Buy?,2024-11-26 14:00:00,0.058615,0.189005,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
Vertiv and Target have been highlighted as Zacks Bull and Bear of the Day,2024-11-26 13:39:00,0.081552,0.033561,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.997902'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
5 Leveraged ETFs of Last Week That Gained More Than 25%,2024-11-26 13:00:00,0.099683,0.185439,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.99999'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}]"
"Trump Team Considers 'AI Czar' Role, Musk Reportedly Set To Drive Federal AI Policy Shift - Advanced Micro Devices  ( NASDAQ:AMD ) , ARM Holdings  ( NASDAQ:ARM ) ",2024-11-26 12:55:28,0.190417,0.203434,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Astrophysicist Neil deGrasse Tyson Dismisses Elon Musk's Mars Vision: SpaceX CEO Hits Back, Says 'They Really Don't Get It' - Tesla  ( NASDAQ:TSLA ) ",2024-11-26 12:19:09,0.068306,0.0,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"US Stocks May Have A Slow Start As Trump's Tariff Threat Begins To Thwart Relief Rally: Analysts Remain Optimistic About AI-Linked Sectors Stocks - Blue Bird  ( NASDAQ:BLBD ) , Best Buy Co  ( NYSE:BBY ) ",2024-11-26 12:06:04,0.131884,-0.127786,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999696'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.994953'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]"
Voyageur Mineral Explorers Corp. Options Hanson Lake Project to Foran Mining Corporation,2024-11-26 11:00:00,0.09539,0.238577,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Voyageur Mineral Explorers Corp. Options Hanson Lake Project to Foran Mining Corporation,2024-11-26 11:00:00,0.09539,0.238577,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Tesla Stock: Buy, Sell, or Hold?",2024-11-26 10:30:00,0.732548,0.368639,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Financial Markets', 'relevance_score': '0.977154'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Brad Gerstner Believes 2025 Will Be Tesla's ChatGPT Year. Is He Going to Be Proven Right?,2024-11-26 10:00:00,0.885652,0.310311,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Can Dogecoin Reach $1?,2024-11-26 09:39:00,0.102668,0.15818,Somewhat-Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.451494'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Elon Musk Slams California's Proposal To Shut Tesla EVs Out Of Consumer Rebates In State: 'This Is Insane' - Tesla  ( NASDAQ:TSLA ) ,2024-11-26 09:11:55,0.787238,-0.19643,Somewhat-Bearish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Should You Buy Nvidia Before Dec. 3?,2024-11-26 09:02:00,0.054983,0.202998,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"The Zacks Analyst Blog NIO, XPeng, Workhorse Tesla and Rivian",2024-11-26 08:35:00,0.505538,0.006473,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]"
"Rivian CEO, Tesla Exec Slam Restrictions On Direct-To-Customer Sales: RJ Scaringe Says It Is 'As Close As You Can Get To Corruption' - Tesla  ( NASDAQ:TSLA ) , Rivian Automotive  ( NASDAQ:RIVN ) ",2024-11-26 08:09:28,0.570165,0.338943,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Trump's tariff plans turn Chinese investment in Mexico into a waiting game,2024-11-26 08:02:29,0.080368,-0.068092,Neutral,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.998356'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Want To Invest In Elon Musk's Private Companies Like SpaceX And xAI? Here's How You Can Do It Via This Cathie-Wood ETF - Tesla  ( NASDAQ:TSLA ) ,2024-11-26 04:20:14,0.337427,0.11495,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Cathie Wood-Led Ark Invest's Latest Portfolio Maneuver: Dumps Tesla And Palantir Shares, Buys Amazon And AMD Stock - Advanced Micro Devices  ( NASDAQ:AMD ) , Amazon.com  ( NASDAQ:AMZN ) ",2024-11-26 03:06:15,0.353562,0.337541,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.961735'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}]"
"As Nvidia Maintains Chip Supremacy, Jim Cramer Says Foes Of Semiconductor Giant 'Aren't Really Enemies' - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",2024-11-26 02:17:45,0.175859,0.241872,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.858979'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Cassava Sciences, Zoom, Kohl's, Rivian, Tesla: Why These 5 Stocks Are On Investors' Radars Today - Rivian Automotive  ( NASDAQ:RIVN ) , Kohl's  ( NYSE:KSS ) ",2024-11-26 02:05:06,0.390396,-0.037749,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
Prediction: President-elect Donald Trump's Plan to Cancel Tax Credits on Electric Vehicles Will Help Tesla,2024-11-26 01:45:00,0.614479,0.249909,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Rumble Bets On Bitcoin With New Treasury Strategy, CEO Calls It An 'Excellent Addition' - MARA Holdings  ( NASDAQ:MARA ) ",2024-11-26 01:39:21,0.184598,0.075598,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
Video platform Rumble plans to buy up to $20 million in bitcoin in new treasury strategy,2024-11-26 00:24:03,0.086245,-0.039389,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}]"
Dogecoin Barks Up Another Record as Open Interest Tops $4 Billion,2024-11-25 22:33:10,0.104683,0.069877,Neutral,"[{'topic': 'Blockchain', 'relevance_score': '0.576289'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Why EV Stocks Lucid Motors, QuantumScape, and Navitas Semiconductor Rocketed Higher Today",2024-11-25 21:56:00,0.229149,0.075682,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
What's Going On With Tesla Stock Today? - Tesla  ( NASDAQ:TSLA ) ,2024-11-25 21:34:31,0.85804,0.167916,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Rivian Stock Is Ripping Higher Monday: What's Driving The Action? - Rivian Automotive  ( NASDAQ:RIVN ) ,2024-11-25 20:07:51,0.801457,-0.136551,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
5 Winning S&P 500 Stocks & Their ETFs Since Election,2024-11-25 19:00:00,0.253426,0.255685,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
5 Winning S&P 500 Stocks & Their ETFs Since Election,2024-11-25 19:00:00,0.223248,0.236335,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Stocks to Buy  ( and Sell )  Before Inauguration Day,2024-11-25 18:11:09,0.07157,0.083682,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.998333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"MEXC Raises the Bar: Supercar Giveaway Boosted to 12,000,000 USDT!",2024-11-25 17:21:12,0.13347,0.423206,Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Shift From Nvidia To This Stock As The Favorite, Traders Moving From Trump Trade To Bessent Trade - Apple  ( NASDAQ:AAPL ) ",2024-11-25 17:18:57,0.100308,0.143868,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999955'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Gratitude: 2024,2024-11-25 17:12:00,0.005778,0.082733,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]"
"Market Clubhouse Morning Memo - November 25th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",2024-11-25 17:06:23,0.084522,0.150927,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.803643'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Here's Why Rivian Stock Is a Buy Before Nov. 30,2024-11-25 15:15:00,0.265089,0.207952,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"Tesla, Rivian Agree to Settle Four-Year Trade Secrets Lawsuit",2024-11-25 13:37:00,0.853391,-0.17826,Somewhat-Bearish,"[{'topic': 'Earnings', 'relevance_score': '0.650727'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Ford Restructures Europe Operations: Should Investors Stay on Board?,2024-11-25 13:30:00,0.13459,0.189278,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}]"
"EV Roundup: Quarterly Earnings of NIO, XPEV & WKHS Grab Limelight",2024-11-25 13:20:00,0.495015,0.006433,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Winning ETFs in Focus on Bitcoin, AI & Gold's Dream Run Last Week",2024-11-25 13:00:00,0.093836,0.14881,Neutral,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]"
Tesla Faces Environmental Violations As Elon Musk's 'DOGE' Prepares For 'Garbage Collection Of Rules That Don't Make Sense:' Report - Tesla  ( NASDAQ:TSLA ) ,2024-11-25 12:22:23,0.348919,-0.265663,Somewhat-Bearish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Elon Musk's Tesla Hunts Top Talent To Develop Software For Robotaxi, Optimus Robot Teleoperation - Tesla  ( NASDAQ:TSLA ) , Lyft  ( NASDAQ:LYFT ) ",2024-11-25 11:28:59,0.36472,0.388614,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}]"
